0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0tb6,0p0b6,0p1b1,0p1b9,0p2b4,0,0p3b7
0,0tb5,0tb4,0tb3,0tb2,0tb1,0tb0,0EfOn
0,0p0b5,0p0b4,0p0b3,0p0b2,0p0b1,0p0b0,0
0,0p1b0,0,0p0b11,0p0b10,0p0b9,0p0b8,0p0b7
0,0p1b8,0p1b7,0p1b6,0p1b5,0p1b4,0p1b3,0p1b2
0,0p2b3,0p2b2,0p2b1,0p2b0,0,0,0
0,0,0p2b10,0p2b9,0p2b8,0p2b7,0p2b6,0p2b5
0,0p3b6,0p3b5,0p3b4,0p3b3,0p3b2,0p3b1,0p3b0
0,0p4b7,0p5b7,0p6b7,0p7b7,0,1tb6,1p0b6
0,0p4b6,0p4b5,0p4b4,0p4b3,0p4b2,0p4b1,0p4b0
0,0p5b6,0p5b5,0p5b4,0p5b3,0p5b2,0p5b1,0p5b0
0,0p6b6,0p6b5,0p6b4,0p6b3,0p6b2,0p6b1,0p6b0
0,0p7b6,0p7b5,0p7b4,0p7b3,0p7b2,0p7b1,0p7b0
0,0,0,0,0,0,0,0
0,1tb5,1tb4,1tb3,1tb2,1tb1,1tb0,1EfOn
0,1p0b5,1p0b4,1p0b3,1p0b2,1p0b1,1p0b0,0
0,1p1b1,1p1b9,1p2b4,0,1p3b7,1p4b7,1p5b7
0,1p1b0,0,1p0b11,1p0b10,1p0b9,1p0b8,1p0b7
0,1p1b8,1p1b7,1p1b6,1p1b5,1p1b4,1p1b3,1p1b2
0,1p2b3,1p2b2,1p2b1,1p2b0,0,0,0
0,0,1p2b10,1p2b9,1p2b8,1p2b7,1p2b6,1p2b5
0,1p3b6,1p3b5,1p3b4,1p3b3,1p3b2,1p3b1,1p3b0
0,1p4b6,1p4b5,1p4b4,1p4b3,1p4b2,1p4b1,1p4b0
0,1p5b6,1p5b5,1p5b4,1p5b3,1p5b2,1p5b1,1p5b0
0,1p6b7,1p7b7,0,2tb6,2p0b6,2p1b1,2p1b9
0,1p6b6,1p6b5,1p6b4,1p6b3,1p6b2,1p6b1,1p6b0
0,1p7b6,1p7b5,1p7b4,1p7b3,1p7b2,1p7b1,1p7b0
0,0,0,0,0,0,0,0
0,2tb5,2tb4,2tb3,2tb2,2tb1,2tb0,2EfOn
0,2p0b5,2p0b4,2p0b3,2p0b2,2p0b1,2p0b0,0
0,2p1b0,0,2p0b11,2p0b10,2p0b9,2p0b8,2p0b7
0,2p1b8,2p1b7,2p1b6,2p1b5,2p1b4,2p1b3,2p1b2
0,2p2b4,0,2p3b7,2p4b7,2p5b7,2p6b7,2p7b7
0,2p2b3,2p2b2,2p2b1,2p2b0,0,0,0
0,0,2p2b10,2p2b9,2p2b8,2p2b7,2p2b6,2p2b5
0,2p3b6,2p3b5,2p3b4,2p3b3,2p3b2,2p3b1,2p3b0
0,2p4b6,2p4b5,2p4b4,2p4b3,2p4b2,2p4b1,2p4b0
0,2p5b6,2p5b5,2p5b4,2p5b3,2p5b2,2p5b1,2p5b0
0,2p6b6,2p6b5,2p6b4,2p6b3,2p6b2,2p6b1,2p6b0
0,2p7b6,2p7b5,2p7b4,2p7b3,2p7b2,2p7b1,2p7b0
0,0,3tb6,3p0b6,3p1b1,3p1b9,3p2b4,0
0,0,0,0,0,0,0,0
0,3tb5,3tb4,3tb3,3tb2,3tb1,3tb0,3EfOn
0,3p0b5,3p0b4,3p0b3,3p0b2,3p0b1,3p0b0,0
0,3p1b0,0,3p0b11,3p0b10,3p0b9,3p0b8,3p0b7
0,3p1b8,3p1b7,3p1b6,3p1b5,3p1b4,3p1b3,3p1b2
0,3p2b3,3p2b2,3p2b1,3p2b0,0,0,0
0,0,3p2b10,3p2b9,3p2b8,3p2b7,3p2b6,3p2b5
0,3p3b7,3p4b7,3p5b7,3p6b7,3p7b7,0,4tb6
0,3p3b6,3p3b5,3p3b4,3p3b3,3p3b2,3p3b1,3p3b0
0,3p4b6,3p4b5,3p4b4,3p4b3,3p4b2,3p4b1,3p4b0
0,3p5b6,3p5b5,3p5b4,3p5b3,3p5b2,3p5b1,3p5b0
0,3p6b6,3p6b5,3p6b4,3p6b3,3p6b2,3p6b1,3p6b0
0,3p7b6,3p7b5,3p7b4,3p7b3,3p7b2,3p7b1,3p7b0
0,0,0,0,0,0,0,0
0,4tb5,4tb4,4tb3,4tb2,4tb1,4tb0,4EfOn
0,4p0b6,4p1b1,4p1b9,4p2b4,0,4p3b7,4p4b7
0,4p0b5,4p0b4,4p0b3,4p0b2,4p0b1,4p0b0,0
0,4p1b0,0,4p0b11,4p0b10,4p0b9,4p0b8,4p0b7
0,4p1b8,4p1b7,4p1b6,4p1b5,4p1b4,4p1b3,4p1b2
0,4p2b3,4p2b2,4p2b1,4p2b0,0,0,0
0,0,4p2b10,4p2b9,4p2b8,4p2b7,4p2b6,4p2b5
0,4p3b6,4p3b5,4p3b4,4p3b3,4p3b2,4p3b1,4p3b0
0,4p4b6,4p4b5,4p4b4,4p4b3,4p4b2,4p4b1,4p4b0
0,4p5b7,4p6b7,4p7b7,0,5tb6,5p0b6,5p1b1
0,4p5b6,4p5b5,4p5b4,4p5b3,4p5b2,4p5b1,4p5b0
0,4p6b6,4p6b5,4p6b4,4p6b3,4p6b2,4p6b1,4p6b0
0,4p7b6,4p7b5,4p7b4,4p7b3,4p7b2,4p7b1,4p7b0
0,0,0,0,0,0,0,0
0,5tb5,5tb4,5tb3,5tb2,5tb1,5tb0,5EfOn
0,5p0b5,5p0b4,5p0b3,5p0b2,5p0b1,5p0b0,0
0,5p1b0,0,5p0b11,5p0b10,5p0b9,5p0b8,5p0b7
0,5p1b9,5p2b4,0,5p3b7,5p4b7,5p5b7,5p6b7
0,5p1b8,5p1b7,5p1b6,5p1b5,5p1b4,5p1b3,5p1b2
0,5p2b3,5p2b2,5p2b1,5p2b0,0,0,0
0,0,5p2b10,5p2b9,5p2b8,5p2b7,5p2b6,5p2b5
0,5p3b6,5p3b5,5p3b4,5p3b3,5p3b2,5p3b1,5p3b0
0,5p4b6,5p4b5,5p4b4,5p4b3,5p4b2,5p4b1,5p4b0
0,5p5b6,5p5b5,5p5b4,5p5b3,5p5b2,5p5b1,5p5b0
0,5p6b6,5p6b5,5p6b4,5p6b3,5p6b2,5p6b1,5p6b0
0,5p7b7,0,0,0,0,0,0
0,5p7b6,5p7b5,5p7b4,5p7b3,5p7b2,5p7b1,5p7b0
0,0,0,0,0,0,0,0
0,volumeb6,volumeb5,volumeb4,volumeb3,volumeb2,volumeb1,volumeb0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,name0b6,name0b5,name0b4,name0b3,name0b2,name0b1,name0b0
0,name1b6,name1b5,name1b4,name1b3,name1b2,name1b1,name1b0
0,name2b6,name2b5,name2b4,name2b3,name2b2,name2b1,name2b0
0,name3b6,name3b5,name3b4,name3b3,name3b2,name3b1,name3b0
0,0,0,0,0,0,0,0
0,name4b6,name4b5,name4b4,name4b3,name4b2,name4b1,name4b0
0,name5b6,name5b5,name5b4,name5b3,name5b2,name5b1,name5b0
0,name6b6,name6b5,name6b4,name6b3,name6b2,name6b1,name6b0
0,name7b6,name7b5,name7b4,name7b3,name7b2,name7b1,name7b0
0,name8b6,name8b5,name8b4,name8b3,name8b2,name8b1,name8b0
0,name9b6,name9b5,name9b4,name9b3,name9b2,name9b1,name9b0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
